type,name
gene,NASP
gene,RAB30
gene,P4HA1
gene,CSTF2T
gene,HIRA
gene,TBC1D17
gene,DNTTIP2
gene,TNFRSF21
gene,FBXO45
gene,LONP2
gene,IL16
gene,TMEM230
gene,YTHDF1
gene,NOL9
gene,ADAM22
gene,NECAP2
gene,EPB41L3
gene,MAGOHB
gene,HACE1
gene,TERF2IP
gene,MAP9
gene,ZNHIT3
gene,COMMD1
gene,ZFPL1
gene,NCKIPSD
gene,HLA-DRB1
gene,MAP2K6
gene,EPS15L1
gene,ATP6V0D1
gene,PTCD1
gene,CCDC106
gene,GNL2
gene,HUS1
gene,MPP6
gene,SLC2A1
gene,MED15
gene,CDAN1
gene,RPS3
gene,TUT1
gene,CPEB3
gene,HK3
gene,ILK
gene,POP7
gene,UBE2M
gene,TMED4
gene,RAC2
gene,ATP8A1
gene,MPHOSPH10
gene,MAP3K10
gene,SMAD7
gene,HSD17B14
gene,MAP3K14
gene,RAC1
gene,DGKZ
gene,TTC8
gene,MPP2
gene,SEC31A
gene,DPY30
gene,SGO2
gene,IER3
gene,PRDX2
gene,TBC1D1
gene,SARNP
gene,MCRS1
gene,CDCA5
gene,SUCLA2
gene,UBA5
gene,RPS6KA4
gene,TRAPPC11
gene,GSKIP
gene,ARMC7
gene,APLP1
gene,ZC3HAV1
gene,CD63
gene,PTGDR
gene,TCEA2
gene,THOC7
gene,TESK1
gene,ALG5
gene,SMARCB1
gene,MLF2
gene,ETS1
gene,CYTIP
gene,SSFA2
gene,KCNAB1
gene,CEBPZ
gene,ACSL3
gene,IFNAR1
gene,ANXA11
gene,ARC
gene,ZBTB18
gene,NDFIP2
gene,S1PR1
gene,POC1B
gene,SOAT1
gene,DYNC1LI1
gene,ITGA4
gene,BAD
gene,SPRTN
gene,PDCD10
gene,CPVL
gene,PELP1
gene,ASF1B
gene,LLGL1
gene,RNF220
gene,RPP25
gene,MYO5B
gene,G3BP1
gene,SNF8
gene,SELENBP1
gene,TRIM3
gene,WAC
gene,SKIV2L2
gene,MAPK10
gene,SMG1
gene,SORT1
gene,DACT1
gene,FDPS
gene,PARVA
gene,MRPL20
gene,MIF
gene,TBCB
gene,UTP4
gene,ZFHX3
gene,CDKAL1
gene,TLK1
gene,FBXO27
gene,STRADA
gene,RPL38
gene,CCDC97
gene,MEOX2
gene,CCDC50
gene,PTAFR
gene,SENP2
gene,POLR2H
gene,TNNT3
gene,SYNJ2
gene,SCAMP1
gene,ZNF516
gene,EXT1
gene,CKAP5
gene,PTOV1
gene,IRS1
gene,FBXL19
gene,FN1
gene,SAFB2
gene,MKLN1
gene,SDF4
gene,CHTOP
gene,VARS
gene,GPX3
gene,RFWD3
gene,TSSC1
gene,HSPA6
gene,THUMPD1
gene,MACF1
gene,PYGO2
gene,ARRDC3
gene,BNIP2
gene,ZNF165
gene,ZNF397
gene,BRF1
gene,TRAF7
gene,SNTB2
gene,TIMELESS
gene,BHLHE41
gene,SEC24C
gene,STAU1
gene,GTF3C2
gene,ZFYVE16
gene,MTPAP
gene,ZNF174
gene,THAP11
gene,FAM160A2
gene,IRS2
gene,TRMT1
gene,MRPS18B
gene,SON
gene,CLPTM1
gene,CTSB
gene,FOXO1
gene,MED27
gene,TRUB2
gene,ACAD11
gene,MEA1
gene,SNRPB
gene,DBP
gene,ATP2A2
gene,PINX1
gene,PJA2
gene,BRSK2
gene,METTL16
gene,GIGYF2
gene,MNAT1
gene,ANKRD13A
gene,FOXP2
gene,EID1
gene,FXR1
gene,EDRF1
gene,RBCK1
gene,PSRC1
gene,CBR1
gene,ERC1
gene,MTMR9
gene,PLAA
gene,PUF60
gene,PIGQ
gene,TECPR1
gene,GTPBP2
gene,CHRAC1
gene,KTN1
gene,GPSM2
gene,CLIC1
gene,HIP1
gene,FRG1
gene,SLC11A2
gene,KLF3
gene,NDUFB4
gene,SF3A3
gene,GLRX3
gene,CENPU
gene,DOCK5
gene,KIF13B
gene,RPL23A
gene,IFRD1
gene,TEP1
gene,ENO2
gene,PFDN4
gene,EAF2
gene,PAK4
gene,TIFA
gene,HADHA
gene,DOCK4
gene,AP1S1
gene,TNS3
gene,SMARCE1
gene,SRP54
gene,COMMD9
gene,ITGB2
gene,PPP1CB
gene,COQ3
gene,GOLGA4
gene,CPSF7
gene,LYRM4
gene,SNRNP40
gene,GTF2A2
gene,PACSIN2
gene,IGSF8
gene,ARHGEF4
gene,CCDC94
gene,ASB6
gene,LIMK2
gene,CCAR1
gene,CNNM4
gene,CDKN2D
gene,TSC22D4
gene,ARHGAP10
gene,HSF4
gene,TWF2
gene,ZNF689
gene,SKP1
gene,HELZ
gene,RIC8A
gene,AKAP1
gene,FRAT1
gene,POLR3B
gene,PPIB
gene,HIVEP1
gene,SSR2
gene,DCAF12
gene,NCOA3
gene,BCAM
gene,PHLDA1
gene,PTPDC1
gene,XPO5
gene,BORA
gene,TRIM25
gene,NELFB
gene,TNNT1
gene,TRERF1
gene,CNTFR
gene,MED31
gene,RFC4
gene,COMMD3
gene,RPL13A
gene,SERPINE1
gene,SULF1
gene,POLD2
gene,MYC
gene,PRELID1
gene,CSRNP1
gene,PSMB7
gene,S100A1
gene,TUFT1
gene,HSPA1L
gene,THAP7
gene,ASL
gene,BCL2L11
gene,MSH6
gene,GYG1
gene,TESC
gene,MAPK12
gene,SS18L1
gene,ANKRD13B
gene,NFX1
gene,HK1
gene,MCCC2
gene,BAG2
gene,NDUFAF3
gene,FBRSL1
gene,RSL24D1
gene,EIF2AK3
gene,RIN3
gene,SRPK1
gene,GPN2
gene,EPN1
gene,IFT122
gene,LMNA
gene,SMG5
gene,PACSIN3
gene,ALKBH3
gene,HSPB8
gene,CEP85
gene,SMYD2
gene,MAGI2
gene,DOT1L
gene,RREB1
gene,DSCC1
gene,CACNB2
gene,TMED3
gene,NR1H3
gene,POLR2K
gene,VPS13C
gene,RECQL5
gene,GPNMB
gene,PIGS
gene,USP21
gene,RAD54L2
gene,KAT2B
gene,XBP1
gene,TARS2
gene,NEK9
gene,PIK3R4
gene,PIP4K2B
gene,LGR4
gene,MTMR4
gene,TRIM62
gene,NUFIP1
gene,KPNA6
gene,LAMA3
gene,RPS5
gene,ZNF559
gene,FBXO21
gene,PPAT
gene,IL10RA
gene,COL4A3BP
gene,TEX10
gene,NXT1
gene,ZNF350
gene,EIF2S1
gene,RPS27A
gene,PROX1
gene,AGAP1
gene,DTNB
gene,CAMLG
gene,SPA17
gene,FBXW8
gene,SYT11
gene,CNP
gene,USP44
gene,NDUFB8
gene,COL1A2
gene,LSM12
gene,TDRD7
gene,PRKAR1B
gene,UBQLN1
gene,LSM10
gene,EXOC5
gene,HOOK2
gene,TRAPPC6B
gene,MYO15B
gene,SNX8
gene,USP18
gene,EVI5
gene,RFFL
gene,LCAT
gene,INTS9
gene,LRPPRC
gene,CEP350
gene,PALLD
gene,TNK2
gene,TLN2
gene,LYST
gene,RNF216
gene,NACC2
gene,ZNF326
gene,PDZRN3
gene,BTF3
gene,NAMPT
gene,MRPL19
gene,SQSTM1
gene,CISH
gene,NFIB
gene,MOAP1
gene,ECSIT
gene,DHX8
gene,USP10
gene,RHBDD3
gene,NUDT5
gene,ANXA5
gene,SNU13
gene,GIGYF1
gene,ANGPT1
gene,SPAG5
gene,SMU1
gene,TONSL
gene,PIK3CB
gene,DDR2
gene,NPRL2
gene,PSME2
gene,TMEM231
gene,IQSEC1
gene,CHD7
gene,PALB2
gene,TPRN
gene,PSIP1
gene,RASA1
gene,U2AF2
gene,PPM1K
gene,UBL5
gene,NEFH
gene,TAL1
gene,HSPG2
gene,WIPF1
gene,EIF5
gene,ZNF598
gene,NUDT3
gene,SPRY4
gene,PLXNB1
gene,LRRC41
gene,STK25
gene,DEPTOR
gene,GRN
gene,TROVE2
gene,POMP
gene,BACE1
gene,CBFA2T3
gene,HNRNPL
gene,KNTC1
gene,FOXP4
gene,TTI2
gene,MT2A
gene,TFAM
gene,ALOX12
gene,TWF1
gene,PTPN13
gene,ANKLE2
gene,SOCS7
gene,SAMHD1
gene,POLR3H
gene,ZBTB1
gene,CDKN2C
gene,BCKDK
gene,LRRFIP1
gene,COG3
gene,ATAD5
gene,REV3L
gene,ITGA2
gene,SPRED2
gene,HP1BP3
gene,CHMP2B
gene,PFN2
gene,EID2
gene,MAPRE2
gene,RUSC2
gene,IST1
gene,USP47
gene,MLLT6
gene,CDK10
gene,PPP1R12C
gene,SSNA1
gene,HSPA2
gene,SYNC
gene,COQ2
gene,RWDD3
gene,TNPO1
gene,CCT6A
gene,TSC1
gene,RPS14
gene,RTN4
gene,ATIC
gene,RHOG
gene,NR2F2
gene,KCTD20
gene,TNNI3
gene,SRSF4
gene,TAPBP
gene,WARS
gene,TECR
gene,GET4
gene,ITGA7
gene,ATP6V1E1
gene,DEPDC5
gene,ING3
gene,NEIL1
gene,BCL6B
gene,TBX1
gene,UBE3D
gene,FBXL2
gene,HSPB2
gene,FAM219A
gene,BST2
gene,PTPRU
gene,SAMD4B
gene,FLI1
gene,INTU
gene,OSBPL3
gene,VAMP1
gene,BDP1
gene,GBP3
gene,PDP2
gene,KDR
gene,TSEN2
gene,NPNT
gene,USP48
gene,CD9
gene,PLK4
gene,UBE2L3
gene,FOXM1
gene,RAB40C
gene,RHBDF2
gene,PVR
gene,CTNNBIP1
gene,GTF2IRD1
gene,PPT1
gene,LRSAM1
gene,IWS1
gene,STXBP3
gene,SEPT4
gene,NFKBIB
gene,ZZZ3
gene,GPBP1L1
gene,NMNAT1
gene,TBC1D2B
gene,MPP5
gene,MAP3K9
gene,BANK1
gene,UNK
gene,ARL2
gene,CD27
gene,COQ4
gene,CMC1
gene,LRP3
gene,SPRY1
gene,MRPL57
gene,IFT172
gene,CREB3L2
gene,KCNJ11
gene,QRICH1
gene,RNF122
gene,MDH2
gene,NDUFA10
gene,ITFG2
gene,TRIM14
gene,ITPR3
gene,CEP97
gene,SNRPN
gene,SUGP2
gene,TBC1D9
gene,NPHP3
gene,ANXA1
gene,FAM192A
gene,PAK1IP1
gene,CSNK1G2
gene,RSRC1
gene,FANK1
gene,ITGB4
gene,NBL1
gene,KAT2A
gene,GLB1
gene,RNF13
gene,PEX10
gene,RGS3
gene,S100A11
gene,CAPRIN1
gene,CCDC130
gene,FAM45A
gene,CA2
gene,JAM3
gene,SIMC1
gene,UBTD2
gene,ZNF395
gene,CCNL2
gene,FLOT2
gene,TNC
gene,SMAD9
gene,PIP5K1C
gene,PLA2G16
gene,ASS1
gene,RPP40
gene,NF1
gene,LMNB1
gene,MMP9
gene,RFXAP
gene,SELPLG
gene,NUDT21
gene,DDX39A
gene,NET1
gene,FDFT1
gene,IP6K2
gene,TRIOBP
gene,H3F3A
gene,SAMD4A
gene,UBE3B
gene,ZBTB43
gene,FHOD1
gene,LRRC6
gene,JAG2
gene,LY96
gene,NOL11
gene,GDF9
gene,GBA2
gene,FURIN
gene,IGFBP7
gene,CTSA
gene,PFKL
gene,PDCL3
gene,SNTB1
gene,NIPSNAP1
gene,GUCY1A2
gene,NADSYN1
gene,RGS6
gene,PDE1A
gene,SRR
gene,DHRS4
gene,FHOD3
gene,CCDC77
gene,UBR2
gene,AKR1C3
gene,PLCL1
gene,C4B
gene,BOD1
gene,KATNB1
gene,EIF4H
gene,NAB1
gene,MRPS16
gene,MRPS26
gene,TNNI2
gene,LSG1
gene,PPP1R21
gene,N4BP2L2
gene,FASTKD2
gene,OAZ1
gene,NOV
gene,KIF1C
gene,TBX6
gene,FANCF
gene,ANKHD1
gene,DENND4C
gene,HS1BP3
gene,ICE2
gene,RASSF8
gene,HSPA14
gene,PRRT1
gene,HEXIM1
gene,ANAPC13
gene,RRM2B
gene,CHRD
gene,XPOT
gene,HLA-A
gene,GTF2E1
gene,GAS2L1
gene,SESTD1
gene,CNRIP1
gene,RHEBL1
gene,TOB2
gene,CDK8
gene,ARL6IP4
gene,AVEN
gene,GID4
gene,DIEXF
gene,CKB
gene,RB1
gene,CRTAP
gene,CSPG4
gene,VMP1
gene,SYTL2
gene,FKBP4
gene,RNASEH2C
gene,UROD
gene,NVL
gene,TJP2
gene,GJA5
gene,NFKBIE
gene,IPP
gene,VEZT
gene,VTI1A
gene,RRP1B
gene,RNF157
gene,TTC4
gene,VPS25
gene,RTEL1
gene,RAPGEF4
gene,NUTF2
gene,FEM1A
gene,BCR
gene,GPATCH2
gene,S100A16
gene,DNAAF2
gene,UBAP2L
gene,IFT27
gene,MEF2A
gene,ECD
gene,MAFG
gene,F3
gene,RAD17
gene,RSU1
gene,CUX1
gene,CERS2
gene,ARHGEF2
gene,ATP1B1
gene,SERPINA1
gene,CADM1
gene,CETN3
gene,ARID3B
gene,CLUH
gene,SUN2
gene,PFKFB2
gene,PRPF3
gene,RPL34
gene,BACE2
gene,CDC42BPG
gene,TMEM19
gene,MYL12A
gene,UBN1
gene,METTL3
gene,NR3C1
gene,SCAF11
gene,CACHD1
gene,ABR
gene,NUDT1
gene,SEC62
gene,ARHGAP32
gene,MEF2C
gene,DNAJC14
gene,C1R
gene,DNM3
gene,BAX
gene,GTF3C6
gene,GLYR1
gene,MINK1
gene,PRKD1
gene,POLR3GL
gene,ITPR2
gene,CROCC
gene,COQ6
gene,PSMA3
gene,FMNL3
gene,SHPRH
gene,XPO7
gene,SPAG1
gene,RPRD1B
gene,RIPK1
gene,UBE4B
gene,CCDC138
gene,SH2D2A
gene,NFIC
gene,SLC6A1
gene,RNF40
gene,P4HB
gene,ZC2HC1A
gene,CDH2
gene,MAP1S
gene,ETFB
gene,AP4B1
gene,FNBP1L
gene,PRKCE
gene,NAA50
gene,CCDC102B
gene,MYO19
gene,IPCEF1
gene,CSGALNACT2
gene,PUM2
gene,GMCL1
gene,XPO6
gene,NUP50
gene,GRASP
gene,COG8
gene,FANCE
gene,MARCH2
gene,TARBP1
gene,SASS6
gene,DDX58
gene,NUP155
gene,LSM2
gene,HTRA2
gene,ZNF382
gene,ATG2B
gene,TCAP
gene,MCCC1
gene,DPYD
gene,AFTPH
gene,PI4KA
gene,TCTN1
gene,SZRD1
gene,WASF3
gene,DUSP2
gene,PGF
gene,KCTD3
gene,ZNF410
gene,NCOA7
gene,EIF4B
gene,ZNF592
gene,CENPH
gene,ACAT1
gene,KDM5B
gene,DIP2B
gene,COPS6
gene,MORC3
gene,MAST2
gene,METAP2
gene,INTS7
gene,TMOD2
gene,POLN
gene,GARS
gene,STRN3
gene,RRP1
gene,OTUD4
gene,GPATCH8
gene,SH3GLB2
gene,LMF2
gene,ATF6
gene,EMC6
gene,TOR1A
gene,MAN2C1
gene,VCPKMT
gene,RPL37A
gene,SEC63
gene,HIST1H1E
gene,RMDN2
gene,CTDSP1
gene,DCUN1D3
gene,COPB2
gene,FTL
gene,ADCY1
gene,VPS39
gene,ZKSCAN1
gene,USP45
gene,PLEKHF2
gene,CARD9
gene,RPS6KA5
gene,ELOC
gene,POC5
gene,TBC1D30
gene,FZD7
gene,TOP1
gene,STK11IP
gene,HIST2H2BE
gene,ELF1
gene,ZNF638
gene,HDGF
gene,MAP2K2
gene,SNX3
gene,DTNA
gene,LPP
gene,TRAF2
gene,PDE2A
gene,IFI30
gene,STX3
gene,CRTAC1
gene,MYEF2
gene,PPT2
gene,NR2C2AP
gene,MPP3
gene,SETDB2
gene,NIN
gene,OBSCN
gene,HR
gene,MTF1
gene,AREG
gene,REC8
gene,PHF20L1
gene,SARS
gene,RAB32
gene,LAMTOR3
gene,SRRT
gene,ANKRD6
gene,CAND2
gene,SNRNP70
gene,GFER
gene,PPP2R5C
gene,SPG7
gene,BBS9
gene,ECE1
gene,INSR
gene,RHBDD1
gene,PON2
gene,HSPA13
gene,NDUFB5
gene,RPL18A
gene,AMPH
gene,LTB4R2
gene,ENAH
gene,PTGER4
gene,ZCCHC8
gene,TRIP13
gene,PEX7
gene,ZNF396
gene,TXN2
gene,TIMM8B
gene,SRGN
gene,ZNRF1
gene,ZNRF3
gene,PPP3CA
gene,VSTM2L
gene,SAP30BP
gene,CSE1L
gene,ASB1
gene,MICALL1
gene,HAVCR2
gene,CCDC151
gene,AKR7A3
gene,TEN1
gene,BRD3
gene,CMC2
gene,STX12
gene,NOVA1
gene,DEF6
gene,COPG2
gene,ENSA
gene,MYOZ1
gene,RNF168
gene,DOK2
gene,DDX41
gene,SAP30L
gene,VCP
gene,KAZN
gene,ZNF274
gene,MAN2B1
gene,UBE2G2
gene,STXBP2
gene,GON7
gene,NSMCE4A
gene,CDR2L
gene,MBD3
gene,RPRD2
gene,RFX5
gene,EEF1B2
gene,GOLGA1
gene,PCMTD1
gene,SRI
gene,MST1
gene,PLCE1
gene,NRBF2
gene,USP42
gene,PPAN
gene,RRP12
gene,MXD4
gene,MYL12B
gene,FGFRL1
gene,PPP1R16A
gene,ACP2
gene,PCCA
gene,SYNE4
gene,RPTOR
gene,CYB5R2
gene,MYCBP2
gene,ATPAF1
gene,B9D2
gene,SH3BP5
gene,PPP1R37
gene,PAWR
gene,PTGES2
gene,CENPT
gene,SFXN3
gene,DNAAF5
gene,ANKS6
gene,RNF170
gene,MUM1
gene,FOXJ2
gene,TUBGCP6
gene,PDE3A
gene,SETD6
gene,LGALS8
gene,COBL
gene,IARS
gene,PSMG3
gene,SQLE
gene,DMPK
gene,IVD
gene,CRNKL1
gene,AES
gene,PPP1R3B
gene,MTMR2
gene,PITPNB
gene,UBE2D4
gene,CORO2A
gene,DDI2
gene,DNALI1
gene,ANAPC4
gene,POLE
gene,ACOX1
gene,TRAK2
gene,ASAP2
gene,TSNAXIP1
gene,PKP1
gene,LRRCC1
gene,INVS
gene,PLEKHJ1
gene,TCF20
gene,RCAN3
gene,CACNA1H
gene,PCF11
gene,PHF14
gene,NYAP1
gene,CRAT
gene,ROBO1
gene,ANKRD13D
gene,KCTD1
gene,H2AFX
gene,BCL7C
gene,HIPK3
gene,ESD
gene,BRD2
gene,ETV5
gene,EHHADH
gene,TG
gene,GPLD1
gene,KDM1B
gene,FLYWCH2
gene,DHX35
gene,FBXO38
gene,DECR2
gene,PAIP2B
gene,NDUFAF5
gene,ARFGEF1
gene,DNAJA4
gene,PRICKLE1
gene,FBXO33
gene,SMN2
gene,RIC1
gene,PTGFRN
gene,BEST1
gene,VRK1
gene,PRR3
gene,HSBP1
gene,PLEKHG2
gene,HLA-DMB
gene,CAST
gene,DUSP19
gene,MRPL16
gene,GNG7
gene,NEK7
gene,GMPPB
gene,VENTX
gene,CYP2E1
gene,FLII
gene,TOP3B
gene,FAT1
gene,TRAK1
gene,CABLES2
gene,DUSP6
gene,INPP5K
gene,WFS1
gene,ZCCHC11
gene,RCN2
gene,PTK2
gene,NDUFA5
gene,NRBP2
gene,FAM110B
gene,PTPN18
gene,NOL4L
gene,CCDC84
gene,ASNS
gene,HMOX2
gene,NT5DC2
gene,COMMD8
gene,AKAP5
gene,RAB40B
gene,GPN1
gene,GLRX5
gene,GLE1
gene,NAA25
gene,ASXL2
gene,FILIP1
gene,FRS3
gene,KIF20B
gene,BTBD2
gene,UBXN11
gene,MICALL2
gene,GEMIN5
gene,PDCD4
gene,PRRC2B
gene,ARFGEF2
gene,CCNH
gene,OSTM1
gene,NGFR
gene,LSM11
gene,PLAU
gene,ZNF101
gene,NAA20
gene,SPATA2L
gene,KCNIP3
gene,GRIN2D
gene,CCDC92
gene,RAB12
gene,ARHGDIG
gene,RGS14
gene,KCNJ2
gene,CHCHD6
gene,ARL4D
gene,NR2F6
gene,PPP1R32
gene,PRDM2
gene,CLIP2
gene,RHOBTB1
gene,STOX2
gene,MCM9
gene,SGCB
gene,SDHAF2
gene,NUMBL
gene,IFFO1
gene,BCAS2
gene,PPP2R3C
gene,KIF21A
gene,DLL4
gene,CNKSR1
gene,PSPC1
gene,INCENP
gene,GINS1
gene,GNGT2
gene,COQ9
gene,PFAS
gene,ECH1
gene,CBLL1
gene,AP1G2
gene,PDZD2
gene,PLCB2
gene,IQGAP2
gene,PDE6B
gene,FZD4
gene,UBA7
gene,PARP3
gene,NME4
gene,RARA
gene,TNKS2
gene,MESDC2
gene,MAP3K7CL
gene,SOX18
gene,CDYL2
gene,NDUFS6
gene,TPSB2
gene,SYT7
gene,EFCAB6
gene,UFSP2
gene,HBA1
gene,USP22
gene,BCAS3
gene,CEACAM1
gene,NEK8
gene,PRF1
gene,TNK1
gene,GAS1
gene,HSPB7
gene,C1S
gene,EXOC1
gene,PTPRC
gene,PNMA1
gene,GABBR1
gene,DERL1
gene,PARP14
gene,PRKAB1
gene,GNAL
gene,PLVAP
gene,ADAP2
gene,CNST
gene,DYX1C1
gene,ENTPD1
gene,MGEA5
gene,VPS37C
gene,UQCC2
gene,TEK
gene,ENKD1
gene,BCL9
gene,SCOC
gene,ZNF197
gene,GSTM5
gene,NFIX
gene,IL17RA
gene,TRIM11
gene,AKAP8L
gene,ZNF354A
gene,NCBP2
gene,EFNB2
gene,ATOX1
gene,RPP30
gene,CD247
gene,DAZAP1
gene,CLN5
gene,PTK2B
gene,SNX20
gene,TM2D1
gene,KLHL3
gene,KDM4B
gene,SCAMP4
gene,ZNF462
gene,LILRB4
gene,EPHA3
gene,NBR1
gene,CAPNS1
gene,FNTA
gene,NDUFA11
gene,TRMT2A
gene,RBM42
gene,KITLG
gene,PPIL1
gene,CRIPAK
gene,GOLGA7
gene,MEX3B
gene,SRSF2
gene,ADNP2
gene,RAB8B
gene,RAB22A
gene,CEP164
gene,HSPB6
gene,MIER1
gene,SNAPC3
gene,CLCF1
gene,DYRK4
gene,NEBL
gene,TMCO6
gene,EGLN1
gene,TRIM33
gene,CHD6
gene,ARFIP1
gene,NDUFS5
gene,JMJD1C
gene,HMGN1
gene,TRIM65
gene,ATG101
gene,SEMA4C
gene,CBL
gene,DMWD
gene,TIMP2
gene,TRPS1
gene,PHF20
gene,TPGS1
gene,UTP15
gene,PER3
gene,GEMIN6
gene,HES4
gene,GLRB
gene,TBC1D31
gene,FAM109B
gene,SLC1A3
gene,BLNK
gene,OSR1
gene,MFAP1
gene,PRPF40B
gene,SPPL2A
gene,NUCB2
gene,KDM3A
gene,RFX7
gene,CFI
gene,SF3B2
gene,AHCYL2
gene,ARMC5
gene,UVSSA
gene,CDC42EP1
gene,PRKAB2
gene,TLR9
gene,BRPF1
gene,TNFRSF25
gene,PWP1
gene,ASIC1
gene,STARD13
gene,NCDN
gene,DAAM1
gene,MRPL43
gene,AUTS2
gene,TJAP1
gene,MSL1
gene,LRFN1
gene,APC
gene,TNNI3K
gene,CD7
gene,STT3B
gene,TRMT112
gene,CTDSP2
gene,DEDD2
gene,LAMA4
gene,GLS
gene,FAM90A1
gene,ZNF335
gene,RPS27
gene,FUBP1
gene,GCN1
gene,RAMP1
gene,RALGAPA1
gene,FBXO34
gene,NEO1
gene,TMEM201
gene,NUFIP2
gene,PDK2
gene,TWISTNB
gene,HNRNPH1
gene,PDLIM2
gene,ARL6IP5
gene,FAM168A
gene,DPM3
gene,MAN2B2
gene,SLC25A13
gene,JADE2
gene,OSBPL2
gene,NOTCH3
gene,PFKM
gene,TMEM30A
gene,NELFCD
gene,PTPRO
gene,PLIN2
gene,MLXIPL
gene,RBM5
gene,S100A10
gene,CDC26
gene,RRAGA
gene,MIS12
gene,ARID1A
gene,STK16
gene,CEP192
gene,FAU
gene,RBPMS
gene,GABARAP
gene,MED28
gene,RBMS1
gene,HNRNPF
gene,RABGGTB
gene,CNOT8
gene,SRP72
gene,YY1
gene,EIF4E3
gene,TRIB3
gene,LNX1
gene,OAS3
gene,PAIP2
gene,TCP1
gene,TUBA4A
gene,FAM120A
gene,ATP5C1
gene,PPP6R2
gene,MDN1
gene,DDO
gene,TOB1
gene,GLG1
gene,IBA57
gene,TCTE3
gene,CTTNBP2
gene,ZNF704
gene,SMUG1
gene,PSMD5
gene,ZNF471
gene,LMO4
gene,PPP1R15A
gene,EPHX2
gene,ZNF668
gene,SF3B1
gene,ARFIP2
gene,DVL3
gene,CHAF1A
gene,DAPK3
gene,MUL1
gene,DHX9
gene,ADK
gene,SRRM1
gene,CXCL1
gene,PPARG
gene,MED13
gene,ELP6
gene,TUBA1B
gene,SYVN1
gene,CHUK
gene,EIF4G1
gene,CEP152
gene,CDC73
gene,RNF115
gene,CDC37L1
gene,S100B
gene,SYS1
gene,CTNND1
gene,GAPDH
gene,SIK3
gene,LMCD1
gene,SMARCD3
gene,TRAF3IP2
gene,DUS3L
gene,SNX7
gene,EPRS
gene,SLC9A3R1
gene,ERP29
gene,RPL3
gene,MALT1
gene,TXNDC17
gene,GTF3C5
gene,MTOR
gene,KIFAP3
gene,FAM46A
gene,RAB14
gene,FOS
gene,LUZP1
gene,YIPF4
gene,XRCC5
gene,AKAP3
gene,SPRED1
gene,RAPGEF1
gene,NEURL4
gene,PPP6R3
gene,PBRM1
gene,ECT2
gene,SEL1L
gene,BIRC2
gene,BAG6
gene,MAU2
gene,CRBN
gene,ELL
gene,PRPF40A
gene,DCAF11
gene,ARHGDIA
gene,NUF2
gene,KPNA1
gene,SNAP25
gene,APIP
gene,USE1
gene,ARNTL
gene,SNRPB2
gene,ATP5E
gene,ITGB3
gene,POLR3F
gene,ACTN4
gene,PSMG2
gene,TMEM123
gene,GKAP1
gene,RRS1
gene,CYHR1
gene,ASPSCR1
gene,RPS2
gene,NOP56
gene,CREB3L1
gene,TNFRSF10B
gene,SLC16A1
gene,PIK3R2
gene,POLR2G
gene,SNAP23
gene,APEX1
gene,RANBP9
gene,TRAF3IP1
gene,SHANK3
gene,LEF1
gene,JDP2
gene,GPI
gene,TRAF3IP3
gene,TRAIP
gene,DSP
gene,RPL18
gene,CYFIP1
gene,SRSF7
gene,MMACHC
gene,EIF3F
gene,LYRM2
gene,TWSG1
gene,NUP54
gene,IRF5
gene,TERF1
gene,MDC1
gene,BAP1
gene,SETBP1
gene,CDK2AP2
gene,TAF15
gene,CHAC1
gene,TRPM7
gene,CSNK2A2
gene,KLHL25
gene,RBM45
gene,PSMC4
gene,IRF1
gene,ALDH2
gene,EAF1
gene,TRIM39
gene,SFPQ
gene,RHOA
gene,ZNF581
gene,MRPL48
gene,XPO4
gene,RAD50
gene,MEGF8
gene,AIMP1
gene,CLINT1
gene,HNRNPA2B1
gene,FAM216A
gene,ZGPAT
gene,HDAC2
gene,ERP44
gene,PRKCD
gene,HNRNPM
gene,AP1AR
gene,DNAJA1
gene,RUNX2
gene,CDK9
gene,BRCA1
gene,PRMT3
gene,DARS2
gene,METTL14
gene,TBC1D10B
gene,COX20
gene,RPGRIP1L
gene,SCAMP3
gene,DDA1
gene,ZNF436
gene,HSP90AA1
gene,SEC13
gene,RCN1
gene,DRAP1
gene,MAP2K7
gene,NCOA5
gene,RPL26L1
gene,UNKL
gene,GOLPH3L
gene,DDX5
gene,CDC7
gene,TPBG
gene,ITPR1
gene,USP32
gene,YARS2
gene,CNPY2
gene,RABEPK
gene,HCK
gene,ANKRD11
gene,ACTR5
gene,ABCE1
gene,WDR74
gene,RPE
gene,CORO1C
gene,MED10
gene,FNDC3B
gene,WDR36
gene,CEP162
gene,PTPN14
gene,KAT6A
gene,CBX4
gene,PRKAA2
gene,MRPL39
gene,TRIM28
gene,TNFRSF6B
gene,PIK3R3
gene,OAS1
gene,KDELC2
gene,PREP
gene,DTNBP1
gene,KLHL36
gene,EFEMP1
gene,SMARCC1
gene,UCHL1
gene,SH2B3
gene,RPL26
gene,WWP2
gene,EPAS1
gene,RSPH9
gene,RNF130
gene,NAB2
gene,BAG4
gene,NOB1
gene,CRELD2
gene,POLL
gene,NOL10
gene,PHF23
gene,RNF26
gene,RPL9
gene,ACTR3
gene,PEX13
gene,ACLY
gene,RBX1
gene,YEATS4
gene,VWA8
gene,ERBB2
gene,KMT2D
gene,SNX15
gene,RPS19
gene,MAPK8IP1
gene,STOML2
gene,EAPP
